Order ID;Date;Product;Country Code;   UnitCost  2 ;   UnitPrice  2 ;SalesQuantity
828755;12/10/19;Orange Juice (San Diego);USA; 0,86 € ; 4,31 € € ;360
828756;13/10/19;Coffee (Edinburgh);GBR; 0,55 € ; 2,75 € € ;449
828757;14/10/19;Chocolate Chip Muffin (Odense);DNK; 0,70 € ; 3,48 € € ;276
828758;15/10/19;Tea (Stuttgart);DEU; 0,63 € ; 3,15 € € ;333
828759;16/10/19;Apple Juice (Glasgow);GBR; 1,04 € ; 5,22 € € ;450
828760;17/10/19;Butter Croissant (Albuquerque);USA; 0,61 € ; 3,04 € € ;449
828761;18/10/19;Chocolate Chip Muffin (Stuttgart);DEU; 0,36 € ; 1,82 € € ;264
828762;19/10/19;Ham & Cheese Toastie (Melbourne);AUS; 0,40 € ; 1,98 € € ;469
828763;20/10/19;Tuna Melt Panini (Kraków);POL; 0,34 € ; 1,72 € € ;262
828764;21/10/19;Sparkling Water (Lille);FRA; 1,07 € ; 5,34 € € ;225
828765;22/10/19;Chocolate Chip Muffin (Brussels);BEL; 0,90 € ; 4,51 € € ;495
828766;23/10/19;Coffee (Hamburg);DEU; 0,84 € ; 4,20 € € ;263
828767;24/10/19;Almond Croissant (Dresden);DEU; 1,00 € ; 5,01 € € ;281
828768;25/10/19;Chocolate Chip Muffin (Kirkland);USA; 1,06 € ; 5,30 € € ;446
828769;26/10/19;Green Tea (Odense);DNK; 1,02 € ; 5,08 € € ;287
828770;27/10/19;Tuna Melt Panini (Toulouse);FRA; 0,87 € ; 4,33 € € ;247
828771;28/10/19;Fruit Box (Birmingham);GBR; 1,06 € ; 5,30 € € ;356
828772;29/10/19;Tomato Juice (Galway);IRL; 0,53 € ; 2,67 € € ;333
828773;30/10/19;Chocolate Chip Muffin (Toulouse);FRA; 0,47 € ; 2,37 € € ;356
828774;31/10/19;Tuna Melt Panini (Stockholm);SWE; 0,33 € ; 1,66 € € ;386
828775;01/11/19;Lemon & Ginger Tea (Potsdam);DEU; 0,40 € ; 2,00 € € ;381
828776;02/11/19;Sparkling Water (Katowice);POL; 0,88 € ; 4,38 € € ;274
828777;03/11/19;Peach Juice (Munich);DEU; 0,96 € ; 4,78 € € ;483
828778;04/11/19;Chicken Salad Sandwich (Odense);DNK; 0,50 € ; 2,50 € € ;340
828779;05/11/19;BLT Sandwich (Paris);FRA; 0,56 € ; 2,82 € € ;494
828780;06/11/19;Apple Juice (Madison);USA; 0,55 € ; 2,75 € € ;335
828781;07/11/19;BLT Sandwich (Dublin);IRL; 0,91 € ; 4,55 € € ;292
828782;08/11/19;Lemon & Ginger Tea (Cardiff);GBR; 0,97 € ; 4,85 € € ;277
828783;09/11/19;BLT Sandwich (Austin);USA; 0,61 € ; 3,04 € € ;418
828784;10/11/19;Almond Croissant (Auckland);NZL; 0,92 € ; 4,59 € € ;214
828785;11/11/19;Still Water (Copenhagan);DNK; 0,69 € ; 3,44 € € ;325
828786;12/11/19;Tea (Katowice);POL; 0,68 € ; 3,42 € € ;455
828787;13/11/19;Tea (Brussels);BEL; 0,76 € ; 3,79 € € ;200
828788;14/11/19;Chicken Salad Sandwich (Graz);AUT; 0,73 € ; 3,67 € € ;395
828789;15/11/19;Lemon & Ginger Tea (Glasgow);GBR; 0,52 € ; 2,59 € € ;256
828790;16/11/19;Tea (Graz);AUT; 0,75 € ; 3,75 € € ;220
828791;17/11/19;BLT Sandwich (Graz);AUT; 0,58 € ; 2,92 € € ;307
828792;18/11/19;Tea (Toulouse);FRA; 0,86 € ; 4,29 € € ;264
828793;19/11/19;Green Tea (Graz);AUT; 0,59 € ; 2,93 € € ;275
828794;20/11/19;Cheese & Pickle Sandwich (Hamburg);DEU; 0,94 € ; 4,70 € € ;423
828795;21/11/19;Cheese & Pickle Sandwich (Cardiff);GBR; 0,94 € ; 4,69 € € ;218
828796;22/11/19;Coffee (Boston);USA; 0,96 € ; 4,80 € € ;367
828797;23/11/19;Porridge (San Francisco);USA; 0,75 € ; 3,73 € € ;356
828798;24/11/19;Green Tea (Dresden);DEU; 0,87 € ; 4,33 € € ;235
828799;25/11/19;Toast (Vancouver);CAN; 0,44 € ; 2,22 € € ;334
828800;26/11/19;Tomato Juice (Katowice);POL; 0,76 € ; 3,80 € € ;480
828801;27/11/19;Chocolate Twist (Gdańsk);POL; 0,92 € ; 4,59 € € ;401
828802;28/11/19;Peach Juice (Toronto);CAN; 0,80 € ; 4,02 € € ;416
828803;29/11/19;Chicken Fajita Wrap (Lausanne);CHE; 1,09 € ; 5,43 € € ;406
828804;30/11/19;Coffee (Toronto);CAN; 0,50 € ; 2,49 € € ;415
828805;01/12/19;Fruit Box (Lille);FRA; 0,65 € ; 3,24 € € ;348
828806;02/12/19;Almond Croissant (Brussels);BEL; 0,84 € ; 4,18 € € ;234
828807;03/12/19;Still Water (Dresden);DEU; 1,08 € ; 5,38 € € ;205
828808;04/12/19;Tomato Juice (Sønderborg);DNK; 1,04 € ; 5,22 € € ;249
828809;05/12/19;Sparkling Water (Albuquerque);USA; 0,38 € ; 1,91 € € ;252
828810;06/12/19;Cheese & Pickle Sandwich (Birmingham);GBR; 0,71 € ; 3,55 € € ;477
828811;07/12/19;Chicken Fajita Wrap (Munich);DEU; 1,04 € ; 5,20 € € ;442
828812;08/12/19;Blueberry Muffin (Hamburg);DEU; 0,90 € ; 4,48 € € ;297
828813;09/12/19;Lemon & Ginger Tea (Paris);FRA; 0,71 € ; 3,56 € € ;292
828814;10/12/19;Peach Juice (Galway);IRL; 0,77 € ; 3,86 € € ;329
828815;11/12/19;Peach Juice (Albuquerque);USA; 0,88 € ; 4,38 € € ;303
828816;12/12/19;Almond Croissant (Lausanne);CHE; 0,67 € ; 3,37 € € ;494
828817;13/12/19;Green Tea (Seattle);USA; 0,69 € ; 3,44 € € ;490
828818;14/12/19;Apple Juice (Salzburg);AUT; 0,65 € ; 3,25 € € ;383
828819;15/12/19;Lemon & Ginger Tea (Cardiff);GBR; 0,87 € ; 4,33 € € ;203
828820;16/12/19;Cheese & Pickle Sandwich (Toronto);CAN; 0,85 € ; 4,24 € € ;257
828821;17/12/19;Apple Juice (Hamilton);NZL; 0,49 € ; 2,47 € € ;414
828822;18/12/19;Chocolate Twist (Stuttgart);DEU; 0,78 € ; 3,90 € € ;218
828823;19/12/19;Toast (Edinburgh);GBR; 0,38 € ; 1,92 € € ;229
828824;20/12/19;Granola Bar (San Francisco);USA; 0,47 € ; 2,35 € € ;494
828825;21/12/19;Ham & Cheese Toastie (Geneva);CHE; 0,66 € ; 3,31 € € ;272
828826;22/12/19;Chicken Fajita Wrap (Toronto);CAN; 0,97 € ; 4,86 € € ;471
828827;23/12/19;Still Water (Gdańsk);POL; 0,57 € ; 2,86 € € ;296
828828;24/12/19;Apple Juice (Seattle);USA; 0,45 € ; 2,26 € € ;463
828829;25/12/19;Orange Juice (Boston);USA; 0,35 € ; 1,76 € € ;226
828830;26/12/19;Almond Croissant (San Francisco);USA; 0,73 € ; 3,66 € € ;456
828831;27/12/19;Chocolate Chip Muffin (Galway);IRL; 0,92 € ; 4,61 € € ;248
828832;28/12/19;Chocolate Twist (Madison);USA; 0,51 € ; 2,54 € € ;466
828833;29/12/19;Fruit Box (Edinburgh);GBR; 0,69 € ; 3,46 € € ;208
828834;30/12/19;Granola Bar (Sydney);AUS; 0,30 € ; 1,52 € € ;331
828835;31/12/19;Lemon & Ginger Tea (Southampton);GBR; 0,92 € ; 4,60 € € ;441
828836;01/01/19;Blueberry Muffin (Portland);USA; 0,87 € ; 4,34 € € ;500
828837;02/01/19;Ham & Cheese Toastie (Salzburg);AUT; 0,75 € ; 3,75 € € ;367
828838;03/01/19;Peach Juice (Sydney);AUS; 0,34 € ; 1,70 € € ;406
828839;04/01/19;Still Water (Albuquerque);USA; 0,34 € ; 1,69 € € ;453
828840;05/01/19;Chocolate Chip Muffin (Madison);USA; 0,63 € ; 3,16 € € ;217
828841;06/01/19;Sparkling Water (San Francisco);USA; 0,64 € ; 3,18 € € ;302
828842;07/01/19;Tomato Juice (Austin);USA; 0,93 € ; 4,65 € € ;428
828843;08/01/19;Almond Croissant (Canberra);AUS; 0,74 € ; 3,70 € € ;393
828844;09/01/19;Tomato Juice (Potsdam);DEU; 0,35 € ; 1,73 € € ;278
828845;10/01/19;Lemon & Ginger Tea (Manchester);GBR; 0,53 € ; 2,67 € € ;211
828846;11/01/19;Apple Juice (Hamilton);NZL; 0,86 € ; 4,28 € € ;280
828847;12/01/19;Porridge (Strasbourg);FRA; 0,83 € ; 4,16 € € ;460
828848;13/01/19;Green Tea (Lausanne);CHE; 0,45 € ; 2,23 € € ;467
828849;14/01/19;Tuna Melt Panini (Cardiff);GBR; 0,86 € ; 4,29 € € ;408
828850;15/01/19;Chicken Fajita Wrap (Kirkland);USA; 0,86 € ; 4,32 € € ;433
828851;16/01/19;Coffee (Potsdam);DEU; 0,94 € ; 4,72 € € ;297
828852;17/01/19;Granola Bar (Kraków);POL; 0,40 € ; 2,02 € € ;409
828853;18/01/19;Toast (Portland);USA; 0,53 € ; 2,66 € € ;282
828854;19/01/19;Ham & Cheese Toastie (Lille);FRA; 0,46 € ; 2,31 € € ;402
828855;20/01/19;Blueberry Muffin (Kirkland);USA; 0,69 € ; 3,44 € € ;441
828856;21/01/19;Granola Bar (Brussels);BEL; 0,59 € ; 2,97 € € ;499
828857;22/01/19;Tea (Madison);USA; 1,10 € ; 5,48 € € ;421
828858;23/01/19;Peach Juice (Boston);USA; 0,79 € ; 3,94 € € ;484
828859;24/01/19;Toast (Madison);USA; 0,40 € ; 1,98 € € ;286
828860;25/01/19;Chocolate Chip Muffin (Strasbourg);FRA; 0,90 € ; 4,50 € € ;214
828861;26/01/19;Toast (Galway);IRL; 0,81 € ; 4,07 € € ;388
828862;27/01/19;Chocolate Twist (Hamilton);NZL; 0,78 € ; 3,89 € € ;493
828863;28/01/19;Cheese & Pickle Sandwich (Berlin);DEU; 0,91 € ; 4,55 € € ;308
828864;29/01/19;BLT Sandwich (Toulouse);FRA; 0,52 € ; 2,62 € € ;454
828865;30/01/19;Tea (Canberra);AUS; 0,87 € ; 4,36 € € ;359
828866;31/01/19;Chocolate Chip Muffin (Katowice);POL; 0,46 € ; 2,28 € € ;428
828867;01/02/19;Chocolate Twist (Paris);FRA; 0,46 € ; 2,29 € € ;396
828868;02/02/19;Lemon & Ginger Tea (Austin);USA; 0,66 € ; 3,28 € € ;303
828869;03/02/19;Chicken Fajita Wrap (Odense);DNK; 0,34 € ; 1,70 € € ;404
828870;04/02/19;Porridge (Berlin);DEU; 0,39 € ; 1,96 € € ;301
828871;05/02/19;Ham & Cheese Toastie (Cardiff);GBR; 0,99 € ; 4,94 € € ;200
828872;06/02/19;Still Water (Dresden);DEU; 0,83 € ; 4,16 € € ;395
828873;07/02/19;Green Tea (Graz);AUT; 0,57 € ; 2,85 € € ;314
828874;08/02/19;Blueberry Muffin (Katowice);POL; 1,01 € ; 5,04 € € ;431
828875;09/02/19;Tuna Melt Panini (Potsdam);DEU; 1,00 € ; 5,00 € € ;456
828876;10/02/19;Ham & Cheese Toastie (Katowice);POL; 0,97 € ; 4,86 € € ;224
828877;11/02/19;Granola Bar (Madison);USA; 0,46 € ; 2,31 € € ;458
828878;12/02/19;Lemon & Ginger Tea (Toulouse);FRA; 0,88 € ; 4,40 € € ;462
828879;13/02/19;Toast (Katowice);POL; 0,78 € ; 3,89 € € ;488
828880;14/02/19;Cheese & Pickle Sandwich (Sydney);AUS; 0,63 € ; 3,15 € € ;345
828881;15/02/19;Coffee (Seattle);USA; 0,66 € ; 3,31 € € ;270
828882;16/02/19;Chocolate Chip Muffin (Brussels);BEL; 0,77 € ; 3,84 € € ;303
828883;17/02/19;Granola Bar (Salzburg);AUT; 0,83 € ; 4,13 € € ;234
828884;18/02/19;Chicken Salad Sandwich (Edinburgh);GBR; 0,45 € ; 2,25 € € ;496
828885;19/02/19;Blueberry Muffin (Copenhagan);DNK; 1,02 € ; 5,09 € € ;361
828886;20/02/19;Cheese & Pickle Sandwich (Canberra);AUS; 0,65 € ; 3,25 € € ;353
828887;21/02/19;Fruit Box (Manchester);GBR; 0,66 € ; 3,31 € € ;261
828888;22/02/19;Ham & Cheese Toastie (Seattle);USA; 0,38 € ; 1,92 € € ;329
828889;23/02/19;Blueberry Muffin (Canberra);AUS; 0,83 € ; 4,13 € € ;288
828890;24/02/19;Orange Juice (Lausanne);CHE; 0,84 € ; 4,20 € € ;322
828891;25/02/19;Peach Juice (Madison);USA; 0,50 € ; 2,49 € € ;421
828892;26/02/19;Apple Juice (Auckland);NZL; 0,69 € ; 3,44 € € ;263
828893;27/02/19;Cheese & Pickle Sandwich (Strasbourg);FRA; 1,08 € ; 5,38 € € ;316
828894;28/02/19;Cheese & Pickle Sandwich (Lille);FRA; 0,68 € ; 3,39 € € ;467
828895;28/02/19;Chocolate Chip Muffin (Canberra);AUS; 0,61 € ; 3,04 € € ;305
828896;01/03/19;Chocolate Chip Muffin (Canberra);AUS; 0,55 € ; 2,73 € € ;358
828897;02/03/19;Tuna Melt Panini (Strasbourg);FRA; 0,31 € ; 1,57 € € ;258
828898;03/03/19;Chicken Fajita Wrap (Odense);DNK; 0,39 € ; 1,97 € € ;326
828899;04/03/19;Chocolate Twist (Melbourne);AUS; 0,85 € ; 4,27 € € ;440
828900;05/03/19;Tuna Melt Panini (Hamilton);NZL; 0,76 € ; 3,82 € € ;217
828901;06/03/19;Porridge (Portland);USA; 0,83 € ; 4,13 € € ;397
828902;07/03/19;Sparkling Water (Odense);DNK; 0,74 € ; 3,69 € € ;268
828903;08/03/19;Chicken Fajita Wrap (Paris);FRA; 0,87 € ; 4,37 € € ;375
828904;09/03/19;Toast (Berlin);DEU; 0,35 € ; 1,74 € € ;402
828905;10/03/19;Coffee (Vancouver);CAN; 0,54 € ; 2,70 € € ;252
828906;11/03/19;Coffee (London);GBR; 0,74 € ; 3,71 € € ;304
828907;12/03/19;Butter Croissant (Lausanne);CHE; 0,64 € ; 3,18 € € ;455
828908;13/03/19;Still Water (Munich);DEU; 0,98 € ; 4,90 € € ;390
828909;14/03/19;BLT Sandwich (Geneva);CHE; 0,59 € ; 2,97 € € ;338
828910;15/03/19;Porridge (Auckland);NZL; 0,36 € ; 1,81 € € ;408
828911;16/03/19;Tuna Melt Panini (San Francisco);USA; 0,33 € ; 1,67 € € ;259
828912;17/03/19;Chocolate Chip Muffin (Albuquerque);USA; 0,57 € ; 2,83 € € ;309
828913;18/03/19;BLT Sandwich (Canberra);AUS; 0,55 € ; 2,77 € € ;264
828914;19/03/19;Butter Croissant (London);GBR; 0,55 € ; 2,75 € € ;299
828915;20/03/19;Chicken Salad Sandwich (Galway);IRL; 0,83 € ; 4,16 € € ;448
828916;21/03/19;Still Water (Manchester);GBR; 0,86 € ; 4,30 € € ;399
828917;22/03/19;Chicken Salad Sandwich (Melbourne);AUS; 0,30 € ; 1,50 € € ;348
828918;23/03/19;Coffee (London);GBR; 0,32 € ; 1,59 € € ;317
828919;24/03/19;Fruit Box (Glasgow);GBR; 0,86 € ; 4,28 € € ;261
828920;25/03/19;Tea (Madison);USA; 0,78 € ; 3,88 € € ;360
828921;26/03/19;Peach Juice (Manchester);GBR; 1,05 € ; 5,26 € € ;305
828922;27/03/19;Granola Bar (Galway);IRL; 0,84 € ; 4,22 € € ;360
828923;28/03/19;Chocolate Chip Muffin (Brussels);BEL; 0,55 € ; 2,76 € € ;237
828924;29/03/19;Toast (Dresden);DEU; 0,49 € ; 2,47 € € ;314
828925;30/03/19;Chocolate Chip Muffin (Stuttgart);DEU; 0,93 € ; 4,67 € € ;368
828926;31/03/19;Blueberry Muffin (Canberra);AUS; 0,66 € ; 3,29 € € ;302
828927;01/04/19;Blueberry Muffin (Stuttgart);DEU; 0,41 € ; 2,06 € € ;500
828928;02/04/19;Ham & Cheese Toastie (Dresden);DEU; 0,58 € ; 2,90 € € ;279
828929;03/04/19;Blueberry Muffin (Kraków);POL; 0,33 € ; 1,67 € € ;480
828930;04/04/19;Butter Croissant (Edinburgh);GBR; 0,63 € ; 3,13 € € ;358
828931;05/04/19;Blueberry Muffin (Dresden);DEU; 0,33 € ; 1,64 € € ;213
828932;06/04/19;Granola Bar (Lille);FRA; 0,37 € ; 1,84 € € ;451
828933;07/04/19;Orange Juice (Sydney);AUS; 0,85 € ; 4,23 € € ;329
828934;08/04/19;Coffee (Odense);DNK; 0,68 € ; 3,42 € € ;441
828935;09/04/19;Tomato Juice (Geneva);CHE; 1,00 € ; 4,98 € € ;497
828936;10/04/19;Coffee (Dresden);DEU; 0,79 € ; 3,93 € € ;312
828937;11/04/19;Chicken Salad Sandwich (Canberra);AUS; 0,86 € ; 4,32 € € ;288
828938;12/04/19;Toast (Paris);FRA; 1,04 € ; 5,20 € € ;288
828939;13/04/19;Coffee (Canberra);AUS; 0,40 € ; 2,01 € € ;319
828940;14/04/19;Peach Juice (Seattle);USA; 0,96 € ; 4,79 € € ;460
828941;15/04/19;Chocolate Twist (Albuquerque);USA; 0,76 € ; 3,81 € € ;375
828942;16/04/19;Still Water (Sydney);AUS; 0,76 € ; 3,79 € € ;376
828943;17/04/19;Granola Bar (San Diego);USA; 1,05 € ; 5,27 € € ;227
828944;18/04/19;Tea (Stockholm);SWE; 0,73 € ; 3,64 € € ;275
828945;19/04/19;Porridge (Stockholm);SWE; 0,40 € ; 1,99 € € ;372
828946;20/04/19;Toast (Cardiff);GBR; 0,81 € ; 4,07 € € ;371
828947;21/04/19;Lemon & Ginger Tea (Dresden);DEU; 0,71 € ; 3,57 € € ;262
828948;22/04/19;Blueberry Muffin (Manchester);GBR; 0,42 € ; 2,09 € € ;221
828949;23/04/19;Tomato Juice (Auckland);NZL; 1,08 € ; 5,39 € € ;337
828950;24/04/19;Cheese & Pickle Sandwich (London);GBR; 0,55 € ; 2,73 € € ;469
828951;25/04/19;Granola Bar (Boston);USA; 0,51 € ; 2,53 € € ;429
828952;26/04/19;Tea (Austin);USA; 0,36 € ; 1,78 € € ;489
828953;27/04/19;Coffee (Sønderborg);DNK; 0,84 € ; 4,18 € € ;428
828954;28/04/19;Sparkling Water (Kirkland);USA; 0,96 € ; 4,81 € € ;227
828955;29/04/19;Lemon & Ginger Tea (Cardiff);GBR; 0,53 € ; 2,67 € € ;418
828956;30/04/19;Blueberry Muffin (Brussels);BEL; 0,93 € ; 4,66 € € ;430
828957;01/05/19;Ham & Cheese Toastie (Salzburg);AUT; 0,49 € ; 2,46 € € ;271
828958;02/05/19;Peach Juice (Seattle);USA; 0,75 € ; 3,73 € € ;401
828959;03/05/19;Butter Croissant (Potsdam);DEU; 0,86 € ; 4,28 € € ;476
828960;04/05/19;Sparkling Water (Graz);AUT; 0,50 € ; 2,49 € € ;339
828961;05/05/19;Toast (Canberra);AUS; 1,10 € ; 5,48 € € ;401
828962;06/05/19;Fruit Box (Sydney);AUS; 0,69 € ; 3,43 € € ;333
828963;07/05/19;Lemon & Ginger Tea (Brussels);BEL; 0,72 € ; 3,60 € € ;392
828964;08/05/19;Still Water (Dresden);DEU; 0,33 € ; 1,65 € € ;239
828965;09/05/19;BLT Sandwich (Tromsø);NOR; 0,39 € ; 1,93 € € ;205
828966;10/05/19;Lemon & Ginger Tea (Stockholm);SWE; 0,79 € ; 3,94 € € ;487
828967;11/05/19;Coffee (Geneva);CHE; 0,87 € ; 4,35 € € ;482
828968;12/05/19;Fruit Box (Sønderborg);DNK; 0,45 € ; 2,26 € € ;418
828969;13/05/19;Cheese & Pickle Sandwich (Dresden);DEU; 0,31 € ; 1,57 € € ;470
828970;14/05/19;Tea (Tromsø);NOR; 0,81 € ; 4,05 € € ;459
828971;15/05/19;Ham & Cheese Toastie (Paris);FRA; 0,69 € ; 3,47 € € ;350
828972;16/05/19;Sparkling Water (London);GBR; 1,05 € ; 5,23 € € ;276
828973;17/05/19;Orange Juice (Southampton);GBR; 0,42 € ; 2,11 € € ;442
828974;18/05/19;Coffee (Sønderborg);DNK; 0,31 € ; 1,55 € € ;308
828975;19/05/19;Peach Juice (Edinburgh);GBR; 0,48 € ; 2,38 € € ;387
828976;20/05/19;Toast (Vancouver);CAN; 0,98 € ; 4,90 € € ;385
828977;21/05/19;Tea (Hamilton);NZL; 0,44 € ; 2,18 € € ;414
828978;22/05/19;Butter Croissant (Paris);FRA; 0,66 € ; 3,32 € € ;487
828979;23/05/19;Tea (Munich);DEU; 0,60 € ; 2,99 € € ;490
828980;24/05/19;Tea (Galway);IRL; 1,05 € ; 5,25 € € ;392
828981;25/05/19;Chocolate Twist (Portland);USA; 0,37 € ; 1,84 € € ;494
828982;26/05/19;Ham & Cheese Toastie (Toulouse);FRA; 0,87 € ; 4,35 € € ;435
828983;27/05/19;Still Water (Gdańsk);POL; 0,42 € ; 2,08 € € ;368
828984;28/05/19;Green Tea (Birmingham);GBR; 0,42 € ; 2,09 € € ;320
828985;29/05/19;Chocolate Twist (Munich);DEU; 0,40 € ; 2,01 € € ;292
828986;30/05/19;Ham & Cheese Toastie (Katowice);POL; 0,68 € ; 3,41 € € ;329
828987;31/05/19;Chocolate Twist (Vancouver);CAN; 0,65 € ; 3,24 € € ;218
828988;01/06/19;Peach Juice (Odense);DNK; 0,67 € ; 3,36 € € ;499
828989;02/06/19;Blueberry Muffin (Vancouver);CAN; 0,35 € ; 1,74 € € ;339
828990;03/06/19;Ham & Cheese Toastie (Paris);FRA; 0,67 € ; 3,37 € € ;425
828991;04/06/19;Orange Juice (Hamilton);NZL; 0,87 € ; 4,34 € € ;249
828992;05/06/19;Chocolate Twist (Sønderborg);DNK; 1,06 € ; 5,31 € € ;275
828993;06/06/19;Tea (San Diego);USA; 0,52 € ; 2,60 € € ;201
828994;07/06/19;Chicken Fajita Wrap (Albuquerque);USA; 0,92 € ; 4,58 € € ;448
828995;08/06/19;Toast (Albuquerque);USA; 0,88 € ; 4,41 € € ;362
828996;09/06/19;Chocolate Chip Muffin (San Francisco);USA; 0,33 € ; 1,66 € € ;313
828997;10/06/19;Chicken Salad Sandwich (London);GBR; 0,49 € ; 2,44 € € ;345
828998;11/06/19;Coffee (Kirkland);USA; 0,98 € ; 4,90 € € ;266
828999;12/06/19;Ham & Cheese Toastie (Madison);USA; 0,71 € ; 3,54 € € ;499
829000;13/06/19;Butter Croissant (Edinburgh);GBR; 0,35 € ; 1,76 € € ;465
829001;14/06/19;Still Water (Hamburg);DEU; 0,44 € ; 2,20 € € ;299
829002;15/06/19;Chicken Salad Sandwich (Katowice);POL; 0,45 € ; 2,24 € € ;388
829003;16/06/19;Sparkling Water (Brussels);BEL; 0,85 € ; 4,25 € € ;380
829004;17/06/19;Tomato Juice (Boston);USA; 0,74 € ; 3,68 € € ;269
829005;18/06/19;Tomato Juice (Kirkland);USA; 0,72 € ; 3,62 € € ;284
829006;19/06/19;Tomato Juice (Tromsø);NOR; 0,76 € ; 3,82 € € ;216
829007;20/06/19;Orange Juice (Graz);AUT; 0,64 € ; 3,21 € € ;331
829008;21/06/19;Still Water (Paris);FRA; 0,45 € ; 2,26 € € ;239
829009;22/06/19;Tea (Toronto);CAN; 0,59 € ; 2,97 € € ;366
829010;23/06/19;Chicken Salad Sandwich (Graz);AUT; 0,88 € ; 4,41 € € ;259
829011;24/06/19;Tomato Juice (Sønderborg);DNK; 1,00 € ; 4,98 € € ;285
829012;25/06/19;BLT Sandwich (Lausanne);CHE; 1,06 € ; 5,30 € € ;280
829013;26/06/19;Almond Croissant (Copenhagan);DNK; 0,56 € ; 2,81 € € ;306
829014;27/06/19;Peach Juice (Brussels);BEL; 0,65 € ; 3,25 € € ;272
829015;28/06/19;Chocolate Chip Muffin (Seattle);USA; 0,52 € ; 2,62 € € ;406
829016;29/06/19;Granola Bar (Sydney);AUS; 0,88 € ; 4,41 € € ;276
829017;30/06/19;Cheese & Pickle Sandwich (Hamburg);DEU; 0,67 € ; 3,35 € € ;422
829018;01/07/19;Chicken Fajita Wrap (Vancouver);CAN; 0,39 € ; 1,97 € € ;268
829019;02/07/19;Fruit Box (Toulouse);FRA; 0,61 € ; 3,05 € € ;220
829020;03/07/19;Cheese & Pickle Sandwich (Southampton);GBR; 0,79 € ; 3,96 € € ;328
829021;04/07/19;Granola Bar (Salzburg);AUT; 0,99 € ; 4,96 € € ;470
829022;05/07/19;Blueberry Muffin (Galway);IRL; 0,68 € ; 3,41 € € ;495
829023;06/07/19;Still Water (Tromsø);NOR; 1,08 € ; 5,42 € € ;440
829024;07/07/19;Chicken Fajita Wrap (Southampton);GBR; 1,10 € ; 5,48 € € ;213
829025;08/07/19;Peach Juice (San Diego);USA; 0,36 € ; 1,78 € € ;413
829026;09/07/19;Ham & Cheese Toastie (Lausanne);CHE; 0,79 € ; 3,95 € € ;339
829027;10/07/19;Ham & Cheese Toastie (Hamilton);NZL; 1,03 € ; 5,17 € € ;349
829028;11/07/19;Chocolate Twist (Auckland);NZL; 0,96 € ; 4,81 € € ;204
829029;12/07/19;Coffee (Brussels);BEL; 0,81 € ; 4,07 € € ;468
829030;13/07/19;Peach Juice (Glasgow);GBR; 0,59 € ; 2,96 € € ;346
829031;14/07/19;Granola Bar (Galway);IRL; 0,58 € ; 2,92 € € ;286
829032;15/07/19;Porridge (Toronto);CAN; 0,68 € ; 3,40 € € ;221
829033;16/07/19;Granola Bar (Copenhagan);DNK; 1,09 € ; 5,43 € € ;216
829034;17/07/19;Chicken Fajita Wrap (Madison);USA; 0,75 € ; 3,77 € € ;425
829035;18/07/19;Tuna Melt Panini (Glasgow);GBR; 0,42 € ; 2,12 € € ;402
829036;19/07/19;Butter Croissant (Hamburg);DEU; 0,55 € ; 2,73 € € ;376
829037;20/07/19;Cheese & Pickle Sandwich (Melbourne);AUS; 0,86 € ; 4,28 € € ;232
829038;21/07/19;Chicken Fajita Wrap (Kraków);POL; 0,92 € ; 4,59 € € ;429
829039;22/07/19;Still Water (Dublin);IRL; 0,79 € ; 3,97 € € ;471
829040;23/07/19;Still Water (Graz);AUT; 0,35 € ; 1,74 € € ;332
829041;24/07/19;Apple Juice (Albuquerque);USA; 1,04 € ; 5,22 € € ;336
829042;25/07/19;Ham & Cheese Toastie (Sydney);AUS; 0,64 € ; 3,21 € € ;285
829043;26/07/19;Chicken Salad Sandwich (Stuttgart);DEU; 0,97 € ; 4,85 € € ;338
829044;27/07/19;Tea (Glasgow);GBR; 0,90 € ; 4,49 € € ;467
829045;28/07/19;Chicken Salad Sandwich (San Diego);USA; 1,06 € ; 5,32 € € ;437
829046;29/07/19;Peach Juice (Canberra);AUS; 0,89 € ; 4,44 € € ;488
829047;30/07/19;Tea (Madison);USA; 0,95 € ; 4,74 € € ;355
829048;31/07/19;Fruit Box (Birmingham);GBR; 0,43 € ; 2,15 € € ;467
829049;01/08/19;Still Water (Berlin);DEU; 0,39 € ; 1,97 € € ;376
829050;02/08/19;Orange Juice (Copenhagan);DNK; 1,07 € ; 5,37 € € ;376
829051;03/08/19;Orange Juice (Boston);USA; 0,95 € ; 4,75 € € ;305
829052;04/08/19;Peach Juice (Lille);FRA; 0,94 € ; 4,72 € € ;477
829053;05/08/19;Granola Bar (San Francisco);USA; 1,01 € ; 5,06 € € ;289
829054;06/08/19;Chocolate Twist (Gdańsk);POL; 0,52 € ; 2,58 € € ;245
829055;07/08/19;Apple Juice (Portland);USA; 0,98 € ; 4,92 € € ;487
829056;08/08/19;Tea (Manchester);GBR; 0,35 € ; 1,76 € € ;269
829057;09/08/19;Toast (Kirkland);USA; 0,72 € ; 3,58 € € ;400
829058;10/08/19;Butter Croissant (Berlin);DEU; 0,70 € ; 3,50 € € ;486
829059;11/08/19;Tea (Galway);IRL; 0,75 € ; 3,73 € € ;439
